prediction,decision,ground_truth,img_name
0.056311897933483124,False,0.0,kos01_Part0
0.050915513187646866,False,0.0,kos01_Part1
0.04971761256456375,False,0.0,kos01_Part2
0.049472931772470474,False,0.0,kos01_Part3
0.033944159746170044,False,0.0,kos01_Part4
0.09870170056819916,False,0.0,kos01_Part6
0.04232170060276985,False,0.0,kos01_Part7
0.048155441880226135,False,0.0,kos03_Part0
0.039787407964468,False,0.0,kos03_Part1
0.025790512561798096,False,0.0,kos03_Part3
0.045490048825740814,False,0.0,kos03_Part4
0.10706530511379242,False,0.0,kos03_Part5
0.03089279867708683,False,0.0,kos03_Part6
0.03906410187482834,False,0.0,kos03_Part7
0.0270188320428133,False,0.0,kos04_Part0
0.04347614571452141,False,0.0,kos04_Part1
0.06722903251647949,False,0.0,kos04_Part2
0.03648367524147034,False,0.0,kos04_Part4
0.06680984050035477,False,0.0,kos04_Part5
0.03374598175287247,False,0.0,kos04_Part6
0.057994209229946136,False,0.0,kos04_Part7
0.0478801466524601,False,0.0,kos06_Part0
0.038041118532419205,False,0.0,kos06_Part1
0.04953016713261604,False,0.0,kos06_Part2
0.03674031049013138,False,0.0,kos06_Part3
0.07730162888765335,False,0.0,kos06_Part4
0.06526926904916763,False,0.0,kos06_Part5
0.15523706376552582,False,0.0,kos06_Part6
0.03596692532300949,False,0.0,kos11_Part0
0.062103744596242905,False,0.0,kos11_Part1
0.03868762031197548,False,0.0,kos11_Part2
0.04557858034968376,False,0.0,kos11_Part3
0.03756323456764221,False,0.0,kos11_Part5
0.032504260540008545,False,0.0,kos11_Part6
0.034964486956596375,False,0.0,kos11_Part7
0.09876573085784912,False,0.0,kos17_Part0
0.03920559585094452,False,0.0,kos17_Part1
0.0640241876244545,False,0.0,kos17_Part2
0.03074490837752819,False,0.0,kos17_Part3
0.03471978381276131,False,0.0,kos17_Part4
0.02771015278995037,False,0.0,kos17_Part6
0.04833327606320381,False,0.0,kos17_Part7
0.036699891090393066,False,0.0,kos22_Part0
0.029108714312314987,False,0.0,kos22_Part1
0.04824702814221382,False,0.0,kos22_Part2
0.059644121676683426,False,0.0,kos22_Part3
0.037350043654441833,False,0.0,kos22_Part4
0.04191659763455391,False,0.0,kos22_Part5
0.03487055003643036,False,0.0,kos22_Part7
0.03440742567181587,False,0.0,kos24_Part0
0.06193643808364868,False,0.0,kos24_Part2
0.028246771544218063,False,0.0,kos24_Part3
0.039690375328063965,False,0.0,kos24_Part4
0.020926618948578835,False,0.0,kos24_Part5
0.03284314274787903,False,0.0,kos24_Part6
0.0327967070043087,False,0.0,kos24_Part7
0.029725899919867516,False,0.0,kos29_Part1
0.06367627531290054,False,0.0,kos29_Part2
0.05172770470380783,False,0.0,kos29_Part3
0.03270012140274048,False,0.0,kos29_Part4
0.037396084517240524,False,0.0,kos29_Part5
0.04228571057319641,False,0.0,kos29_Part6
0.031951870769262314,False,0.0,kos29_Part7
0.03402382507920265,False,0.0,kos31_Part0
0.05831261724233627,False,0.0,kos31_Part2
0.07092300802469254,False,0.0,kos31_Part3
0.031164204701781273,False,0.0,kos31_Part4
0.04745827242732048,False,0.0,kos31_Part5
0.032568275928497314,False,0.0,kos31_Part6
0.034306205809116364,False,0.0,kos31_Part7
0.023752065375447273,False,0.0,kos32_Part0
0.04612724855542183,False,0.0,kos32_Part1
0.028342925012111664,False,0.0,kos32_Part3
0.03276282548904419,False,0.0,kos32_Part4
0.030713777989149094,False,0.0,kos32_Part5
0.04142981022596359,False,0.0,kos32_Part6
0.03821314498782158,False,0.0,kos32_Part7
0.031746573746204376,False,0.0,kos36_Part0
0.048011329025030136,False,0.0,kos36_Part1
0.023136496543884277,False,0.0,kos36_Part2
0.03335411474108696,False,0.0,kos36_Part4
0.038546863943338394,False,0.0,kos36_Part5
0.058204516768455505,False,0.0,kos36_Part6
0.1265653371810913,False,0.0,kos36_Part7
0.03960356488823891,False,0.0,kos39_Part0
0.11789798736572266,False,0.0,kos39_Part1
0.0452888198196888,False,0.0,kos39_Part2
0.03294658288359642,False,0.0,kos39_Part3
0.0445958711206913,False,0.0,kos39_Part4
0.04737795516848564,False,0.0,kos39_Part5
0.03410668671131134,False,0.0,kos40_Part0
0.04984143003821373,False,0.0,kos40_Part1
0.02917521819472313,False,0.0,kos40_Part2
0.04272925853729248,False,0.0,kos40_Part3
0.031988438218832016,False,0.0,kos40_Part4
0.03590436652302742,False,0.0,kos40_Part6
0.040942199528217316,False,0.0,kos40_Part7
0.05545704811811447,False,0.0,kos42_Part0
0.034578949213027954,False,0.0,kos42_Part1
0.044547490775585175,False,0.0,kos42_Part2
0.03424413502216339,False,0.0,kos42_Part4
0.044982366263866425,False,0.0,kos42_Part5
0.03811495751142502,False,0.0,kos42_Part6
0.48557156324386597,True,0.0,kos42_Part7
0.03291728347539902,False,0.0,kos44_Part0
0.02908797562122345,False,0.0,kos44_Part1
0.039750996977090836,False,0.0,kos44_Part2
0.040175553411245346,False,0.0,kos44_Part3
0.03394817188382149,False,0.0,kos44_Part4
0.04929092526435852,False,0.0,kos44_Part5
0.03340441733598709,False,0.0,kos44_Part7
0.04768050089478493,False,0.0,kos48_Part0
0.042372558265924454,False,0.0,kos48_Part1
0.07398699223995209,False,0.0,kos48_Part2
0.043148405849933624,False,0.0,kos48_Part3
0.03077099286019802,False,0.0,kos48_Part4
0.04614459350705147,False,0.0,kos48_Part6
0.059571560472249985,False,0.0,kos48_Part7
0.42481398582458496,True,1.0,kos01_Part5
0.6053723096847534,True,1.0,kos03_Part2
0.27584215998649597,True,1.0,kos04_Part3
0.7306305170059204,True,1.0,kos06_Part7
0.9463726282119751,True,1.0,kos11_Part4
0.9591819047927856,True,1.0,kos17_Part5
0.8966604471206665,True,1.0,kos22_Part6
0.03153424710035324,False,1.0,kos24_Part1
0.8324141502380371,True,1.0,kos29_Part0
0.22784584760665894,True,1.0,kos31_Part1
0.6830500364303589,True,1.0,kos32_Part2
0.7838895320892334,True,1.0,kos36_Part3
0.7096718549728394,True,1.0,kos39_Part6
0.7314951419830322,True,1.0,kos39_Part7
0.9042955636978149,True,1.0,kos40_Part5
0.9246851801872253,True,1.0,kos42_Part3
0.9476022124290466,True,1.0,kos44_Part6
0.955581784248352,True,1.0,kos48_Part5
